Reaction,Days,Subject,Country,Age,Caff
255.23033781073633,0,ropl308,Romania,43,1
288.37844216496705,1,ropl308,Romania,43,1
327.897793572727,2,ropl308,Romania,43,1
308.7387639594907,3,ropl308,Romania,43,1
340.53888525568965,4,ropl308,Romania,43,1
408.7796426286223,5,ropl308,Romania,43,1
379.82463963845487,6,ropl308,Romania,43,1
430.9482496727693,7,ropl308,Romania,43,1
463.27717800081155,8,ropl308,Romania,43,1
460.18331611512633,9,ropl308,Romania,43,1
220.7068145244868,0,ropl309,Romania,37,0
234.08024514597045,1,ropl309,Romania,37,0
200.62786060929943,2,ropl309,Romania,37,0
211.907440564066,3,ropl309,Romania,37,0
283.68488872542275,4,ropl309,Romania,37,0
223.34106209639845,5,ropl309,Romania,37,0
227.1610565952224,6,ropl309,Romania,37,0
281.1358000863785,7,ropl309,Romania,37,0
237.75316423460237,8,ropl309,Romania,37,0
253.37918163922944,9,ropl309,Romania,37,0
265.22809582693435,0,ropl310,Romania,43,1
277.11303763062404,1,ropl310,Romania,43,1
299.90331290156183,2,ropl310,Romania,43,1
239.96696231783534,3,ropl310,Romania,43,1
248.8948642010635,4,ropl310,Romania,43,1
286.5313715625401,5,ropl310,Romania,43,1
325.35582155502885,6,ropl310,Romania,43,1
332.6985309479166,7,ropl310,Romania,43,1
329.3396093445179,8,ropl310,Romania,43,1
332.802207850474,9,ropl310,Romania,43,1
287.40981960353326,0,ropl330,Romania,52,1
222.86095511599046,1,ropl330,Romania,52,1
261.67914065081294,2,ropl330,Romania,52,1
214.70516786592862,3,ropl330,Romania,52,1
197.1201158722817,4,ropl330,Romania,52,1
225.3571785862082,5,ropl330,Romania,52,1
232.8573464977747,6,ropl330,Romania,52,1
195.18354485240505,7,ropl330,Romania,52,1
225.90230492762197,8,ropl330,Romania,52,1
221.59218810752458,9,ropl330,Romania,52,1
241.04919071076878,0,ropl331,Romania,51,0
259.10317338595434,1,ropl331,Romania,51,0
281.9806250425886,2,ropl331,Romania,51,0
236.80812332390605,3,ropl331,Romania,51,0
258.83755746499793,4,ropl331,Romania,51,0
268.3038495663101,5,ropl331,Romania,51,0
241.8028597858115,6,ropl331,Romania,51,0
289.60393779738337,7,ropl331,Romania,51,0
291.92554752810133,8,ropl331,Romania,51,0
244.5352494655659,9,ropl331,Romania,51,0
224.19135576678502,0,ropl332,Romania,33,0
242.46423850392114,1,ropl332,Romania,33,0
228.79546057532366,2,ropl332,Romania,33,0
271.5633530744382,3,ropl332,Romania,33,0
278.24003822632284,4,ropl332,Romania,33,0
296.43894087432847,5,ropl332,Romania,33,0
350.01126448260345,6,ropl332,Romania,33,0
354.2453618381832,7,ropl332,Romania,33,0
334.2800434866427,8,ropl332,Romania,33,0
393.3575207009204,9,ropl332,Romania,33,0
258.20534770432573,0,ropl333,Romania,38,0
261.6682426303984,1,ropl333,Romania,38,0
269.2063406732726,2,ropl333,Romania,38,0
253.87453394453752,3,ropl333,Romania,38,0
333.88598271319654,4,ropl333,Romania,38,0
332.1724948832756,5,ropl333,Romania,38,0
321.7990400911936,6,ropl333,Romania,38,0
360.08560357508424,7,ropl333,Romania,38,0
325.4324904089914,8,ropl333,Romania,38,0
410.0145923239449,9,ropl333,Romania,38,0
268.0113194827107,0,ropl334,Romania,33,1
292.1890100535202,1,ropl334,Romania,33,1
267.09227612627353,2,ropl334,Romania,33,1
324.05987834252807,3,ropl334,Romania,33,1
271.0361987514906,4,ropl334,Romania,33,1
321.6831753183997,5,ropl334,Romania,33,1
298.3283272770143,6,ropl334,Romania,33,1
280.0651303461573,7,ropl334,Romania,33,1
334.2919144509949,8,ropl334,Romania,33,1
339.43610613497,9,ropl334,Romania,33,1
274.7700654834673,0,ropl335,Romania,53,0
305.87872816800115,1,ropl335,Romania,53,0
327.108005890404,2,ropl335,Romania,53,0
340.2884362075436,3,ropl335,Romania,53,0
398.8036478619339,4,ropl335,Romania,53,0
344.9218188518274,5,ropl335,Romania,53,0
443.46009770596675,6,ropl335,Romania,53,0
385.50779599261466,7,ropl335,Romania,53,0
361.2823719236776,8,ropl335,Romania,53,0
455.89921597459755,9,ropl335,Romania,53,0
247.03047555209665,0,ropl337,Romania,44,0
297.1848534553335,1,ropl337,Romania,44,0
275.01427380334405,2,ropl337,Romania,44,0
291.4447821439784,3,ropl337,Romania,44,0
288.18226693757975,4,ropl337,Romania,44,0
289.71871677115087,5,ropl337,Romania,44,0
298.7865363175521,6,ropl337,Romania,44,0
273.2287250974408,7,ropl337,Romania,44,0
349.56552352580013,8,ropl337,Romania,44,0
335.93979866105167,9,ropl337,Romania,44,0
189.07745093484033,0,ropl349,Romania,30,0
168.4287962151118,1,ropl349,Romania,30,0
256.6032793596501,2,ropl349,Romania,30,0
279.1656058304464,3,ropl349,Romania,30,0
297.21740929786637,4,ropl349,Romania,30,0
315.1756935471594,5,ropl349,Romania,30,0
285.2932122140792,6,ropl349,Romania,30,0
312.7258330478984,7,ropl349,Romania,30,0
359.0260548576476,8,ropl349,Romania,30,0
335.76912683925354,9,ropl349,Romania,30,0
287.56454584529854,0,ropl350,Romania,43,1
272.65884214609656,1,ropl350,Romania,43,1
363.315704303676,2,ropl350,Romania,43,1
309.8072876935185,3,ropl350,Romania,43,1
359.53889833607735,4,ropl350,Romania,43,1
321.60097065602486,5,ropl350,Romania,43,1
337.71455948089226,6,ropl350,Romania,43,1
323.29526056336766,7,ropl350,Romania,43,1
333.4207534301369,8,ropl350,Romania,43,1
349.0892577213709,9,ropl350,Romania,43,1
275.5472058974943,0,ropl351,Romania,43,1
252.16578633512748,1,ropl351,Romania,43,1
305.21951304331606,2,ropl351,Romania,43,1
286.77305259305524,3,ropl351,Romania,43,1
276.14612699787773,4,ropl351,Romania,43,1
310.865258120153,5,ropl351,Romania,43,1
287.0484715412736,6,ropl351,Romania,43,1
277.83940589553777,7,ropl351,Romania,43,1
295.0621312726949,8,ropl351,Romania,43,1
291.48639380870037,9,ropl351,Romania,43,1
244.55509116314693,0,ropl352,Romania,36,1
246.53344484135064,1,ropl352,Romania,36,1
182.6232702214963,2,ropl352,Romania,36,1
268.88672764102273,3,ropl352,Romania,36,1
214.29096172296587,4,ropl352,Romania,36,1
204.7734345834189,5,ropl352,Romania,36,1
241.79820407562906,6,ropl352,Romania,36,1
233.24195516386027,7,ropl352,Romania,36,1
290.6706479535894,8,ropl352,Romania,36,1
311.72641148541186,9,ropl352,Romania,36,1
242.7268858153615,0,ropl369,Romania,35,0
234.95738892915813,1,ropl369,Romania,35,0
264.1128937654351,2,ropl369,Romania,35,0
281.216749174874,3,ropl369,Romania,35,0
317.61726175946,4,ropl369,Romania,35,0
347.637308635902,5,ropl369,Romania,35,0
357.99964209201664,6,ropl369,Romania,35,0
336.37257706530863,7,ropl369,Romania,35,0
359.15694606371716,8,ropl369,Romania,35,0
339.02514663747246,9,ropl369,Romania,35,0
262.86503789487983,0,ropl370,Romania,41,1
223.0325156652725,1,ropl370,Romania,41,1
219.41756572487483,2,ropl370,Romania,41,1
249.2103952835704,3,ropl370,Romania,41,1
242.17192432522512,4,ropl370,Romania,41,1
243.5465969827569,5,ropl370,Romania,41,1
227.69579645844746,6,ropl370,Romania,41,1
225.92808732892001,7,ropl370,Romania,41,1
265.97208522757154,8,ropl370,Romania,41,1
238.33921008523413,9,ropl370,Romania,41,1
222.99080597351195,0,ropl371,Romania,46,1
197.43603111456773,1,ropl371,Romania,46,1
249.14328282208578,2,ropl371,Romania,46,1
239.87426218339596,3,ropl371,Romania,46,1
273.0032252989721,4,ropl371,Romania,46,1
236.12796311938874,5,ropl371,Romania,46,1
285.16581648296756,6,ropl371,Romania,46,1
244.48508333332688,7,ropl371,Romania,46,1
325.18742779700415,8,ropl371,Romania,46,1
352.9195379495897,9,ropl371,Romania,46,1
211.12358620634507,0,ropl372,Romania,46,1
262.6162701597835,1,ropl372,Romania,46,1
268.6243819258721,2,ropl372,Romania,46,1
273.0031470657495,3,ropl372,Romania,46,1
266.34911621121216,4,ropl372,Romania,46,1
287.4495233585048,5,ropl372,Romania,46,1
273.2207721138924,6,ropl372,Romania,46,1
337.1858199524949,7,ropl372,Romania,46,1
292.5113976470544,8,ropl372,Romania,46,1
314.72391471169846,9,ropl372,Romania,46,1
219.57516194645353,0,dbzh308,Belarus,45,1
240.65077403877936,1,dbzh308,Belarus,45,1
249.22364668278215,2,dbzh308,Belarus,45,1
310.63192792264476,3,dbzh308,Belarus,45,1
330.2264960189053,4,dbzh308,Belarus,45,1
316.17125269883843,5,dbzh308,Belarus,45,1
334.50131301677334,6,dbzh308,Belarus,45,1
386.42244320945815,7,dbzh308,Belarus,45,1
388.4817630234638,8,dbzh308,Belarus,45,1
383.2586149936977,9,dbzh308,Belarus,45,1
239.28403904492595,0,dbzh309,Belarus,34,1
259.9900023385946,1,dbzh309,Belarus,34,1
269.30223852018645,2,dbzh309,Belarus,34,1
298.2330435859128,3,dbzh309,Belarus,34,1
284.6066685159256,4,dbzh309,Belarus,34,1
325.4896841250445,5,dbzh309,Belarus,34,1
362.0866713719126,6,dbzh309,Belarus,34,1
395.5625068473184,7,dbzh309,Belarus,34,1
382.1785399226234,8,dbzh309,Belarus,34,1
394.6594229699655,9,dbzh309,Belarus,34,1
276.13389510471245,0,dbzh310,Belarus,33,1
306.95547867048145,1,dbzh310,Belarus,33,1
327.3253092945623,2,dbzh310,Belarus,33,1
290.6060932694253,3,dbzh310,Belarus,33,1
262.9300882070066,4,dbzh310,Belarus,33,1
276.46516354694796,5,dbzh310,Belarus,33,1
264.67720058790053,6,dbzh310,Belarus,33,1
301.78365284876014,7,dbzh310,Belarus,33,1
294.1467483665762,8,dbzh310,Belarus,33,1
273.8666270057085,9,dbzh310,Belarus,33,1
312.29923181286995,0,dbzh330,Belarus,33,0
258.5919689447103,1,dbzh330,Belarus,33,0
300.87082260612914,2,dbzh330,Belarus,33,0
304.3227196075648,3,dbzh330,Belarus,33,0
279.2746192696566,4,dbzh330,Belarus,33,0
288.55391113667577,5,dbzh330,Belarus,33,0
276.0690961265141,6,dbzh330,Belarus,33,0
273.15589987640953,7,dbzh330,Belarus,33,0
294.9056522767415,8,dbzh330,Belarus,33,0
297.085879379251,9,dbzh330,Belarus,33,0
227.27873732438547,0,dbzh331,Belarus,34,1
254.1749047492146,1,dbzh331,Belarus,34,1
277.32935106855484,2,dbzh331,Belarus,34,1
300.7205162904731,3,dbzh331,Belarus,34,1
266.38564562413137,4,dbzh331,Belarus,34,1
328.75135940935047,5,dbzh331,Belarus,34,1
295.8329052259514,6,dbzh331,Belarus,34,1
328.03521760347803,7,dbzh331,Belarus,34,1
329.1568872383009,8,dbzh331,Belarus,34,1
290.695084633568,9,dbzh331,Belarus,34,1
233.63262314394814,0,dbzh332,Belarus,49,0
283.24691314438246,1,dbzh332,Belarus,49,0
245.4127907183911,2,dbzh332,Belarus,49,0
346.57396862935957,3,dbzh332,Belarus,49,0
284.50124013703106,4,dbzh332,Belarus,49,0
298.40602047733745,5,dbzh332,Belarus,49,0
288.2075200782178,6,dbzh332,Belarus,49,0
314.70140305961155,7,dbzh332,Belarus,49,0
299.37637920558967,8,dbzh332,Belarus,49,0
299.25266602224536,9,dbzh332,Belarus,49,0
172.84076308769255,0,dbzh333,Belarus,26,1
178.1664246127979,1,dbzh333,Belarus,26,1
207.18163759618102,2,dbzh333,Belarus,26,1
173.26130615884568,3,dbzh333,Belarus,26,1
244.91942507453902,4,dbzh333,Belarus,26,1
233.0711115876365,5,dbzh333,Belarus,26,1
164.00747847643805,6,dbzh333,Belarus,26,1
210.9661116653717,7,dbzh333,Belarus,26,1
268.8766617478083,8,dbzh333,Belarus,26,1
288.17352176416085,9,dbzh333,Belarus,26,1
270.2852296836233,0,dbzh334,Belarus,48,1
361.13325618724394,1,dbzh334,Belarus,48,1
361.6839296898676,2,dbzh334,Belarus,48,1
305.7676538921396,3,dbzh334,Belarus,48,1
375.44188461901786,4,dbzh334,Belarus,48,1
364.7492272967931,5,dbzh334,Belarus,48,1
365.639963877739,6,dbzh334,Belarus,48,1
393.9072098146968,7,dbzh334,Belarus,48,1
406.2753897935292,8,dbzh334,Belarus,48,1
391.0473961843773,9,dbzh334,Belarus,48,1
227.4944342962175,0,dbzh335,Belarus,46,1
258.4832409658035,1,dbzh335,Belarus,46,1
300.37009169115294,2,dbzh335,Belarus,46,1
297.0567099306987,3,dbzh335,Belarus,46,1
301.62091174027574,4,dbzh335,Belarus,46,1
323.61827948566565,5,dbzh335,Belarus,46,1
325.06963535777544,6,dbzh335,Belarus,46,1
354.56662640997763,7,dbzh335,Belarus,46,1
363.89904167133597,8,dbzh335,Belarus,46,1
333.90102881147783,9,dbzh335,Belarus,46,1
198.71502035116808,0,dbzh337,Belarus,31,1
229.14425416987436,1,dbzh337,Belarus,31,1
259.4435815040161,2,dbzh337,Belarus,31,1
245.55902337930797,3,dbzh337,Belarus,31,1
293.94166340812365,4,dbzh337,Belarus,31,1
271.140694733029,5,dbzh337,Belarus,31,1
288.06279951515245,6,dbzh337,Belarus,31,1
349.0998732521012,7,dbzh337,Belarus,31,1
352.8985743675263,8,dbzh337,Belarus,31,1
313.2369843571041,9,dbzh337,Belarus,31,1
236.13754024626485,0,dbzh349,Belarus,22,0
239.60823489105462,1,dbzh349,Belarus,22,0
257.3362171783558,2,dbzh349,Belarus,22,0
267.7326813617187,3,dbzh349,Belarus,22,0
284.8124543940063,4,dbzh349,Belarus,22,0
239.08804170610233,5,dbzh349,Belarus,22,0
315.71254388562363,6,dbzh349,Belarus,22,0
323.7352561540015,7,dbzh349,Belarus,22,0
339.439335285826,8,dbzh349,Belarus,22,0
327.81377917609035,9,dbzh349,Belarus,22,0
333.61121356645356,0,dbzh350,Belarus,36,0
284.7111817618251,1,dbzh350,Belarus,36,0
327.2929986270482,2,dbzh350,Belarus,36,0
286.1092691074632,3,dbzh350,Belarus,36,0
258.0974784024153,4,dbzh350,Belarus,36,0
309.8577375640688,5,dbzh350,Belarus,36,0
303.55588592471634,6,dbzh350,Belarus,36,0
277.51097442779553,7,dbzh350,Belarus,36,0
292.4151702361582,8,dbzh350,Belarus,36,0
308.26578176406014,9,dbzh350,Belarus,36,0
257.6005439218116,0,dbzh351,Belarus,53,1
288.9538112688481,1,dbzh351,Belarus,53,1
277.11956011892914,2,dbzh351,Belarus,53,1
344.5394091998974,3,dbzh351,Belarus,53,1
350.77431155246995,4,dbzh351,Belarus,53,1
382.39086316612486,5,dbzh351,Belarus,53,1
341.61342548349074,6,dbzh351,Belarus,53,1
405.04174903929743,7,dbzh351,Belarus,53,1
421.3490331746283,8,dbzh351,Belarus,53,1
429.88622032788146,9,dbzh351,Belarus,53,1
251.41440981936177,0,dbzh352,Belarus,50,0
262.55849421761627,1,dbzh352,Belarus,50,0
296.1102368391679,2,dbzh352,Belarus,50,0
302.6915190983607,3,dbzh352,Belarus,50,0
292.47731567468054,4,dbzh352,Belarus,50,0
323.42894090050777,5,dbzh352,Belarus,50,0
297.6649301314162,6,dbzh352,Belarus,50,0
338.09607928760613,7,dbzh352,Belarus,50,0
412.8611247520728,8,dbzh352,Belarus,50,0
369.9117830307071,9,dbzh352,Belarus,50,0
262.66567684850077,0,dbzh369,Belarus,43,1
285.3695290756284,1,dbzh369,Belarus,43,1
287.4676539186336,2,dbzh369,Belarus,43,1
321.03337563258594,3,dbzh369,Belarus,43,1
331.5067159939821,4,dbzh369,Belarus,43,1
357.44659295537787,5,dbzh369,Belarus,43,1
358.7954767104862,6,dbzh369,Belarus,43,1
405.07140682285836,7,dbzh369,Belarus,43,1
409.9228920767108,8,dbzh369,Belarus,43,1
433.92895987872924,9,dbzh369,Belarus,43,1
270.1244179610526,0,dbzh370,Belarus,52,0
270.38732775436904,1,dbzh370,Belarus,52,0
308.1659590992464,2,dbzh370,Belarus,52,0
308.43705236524426,3,dbzh370,Belarus,52,0
320.3437320330388,4,dbzh370,Belarus,52,0
353.58951304434703,5,dbzh370,Belarus,52,0
357.46247169529795,6,dbzh370,Belarus,52,0
379.20901066531655,7,dbzh370,Belarus,52,0
378.93176148465994,8,dbzh370,Belarus,52,0
417.3452107009589,9,dbzh370,Belarus,52,0
265.40067851049093,0,dbzh371,Belarus,44,1
281.1943692151214,1,dbzh371,Belarus,44,1
287.2853107152318,2,dbzh371,Belarus,44,1
254.74914388733492,3,dbzh371,Belarus,44,1
298.2620671762433,4,dbzh371,Belarus,44,1
274.375468589933,5,dbzh371,Belarus,44,1
296.03621832764605,6,dbzh371,Belarus,44,1
300.5153720009222,7,dbzh371,Belarus,44,1
286.12488851326276,8,dbzh371,Belarus,44,1
321.7719889674514,9,dbzh371,Belarus,44,1
266.922750895669,0,dbzh372,Belarus,31,0
219.20545051473425,1,dbzh372,Belarus,31,0
282.4534820022816,2,dbzh372,Belarus,31,0
296.95130437649743,3,dbzh372,Belarus,31,0
280.4230549666672,4,dbzh372,Belarus,31,0
345.3963966009016,5,dbzh372,Belarus,31,0
312.8687552794348,6,dbzh372,Belarus,31,0
359.95448261291114,7,dbzh372,Belarus,31,0
351.7946697627829,8,dbzh372,Belarus,31,0
367.5688307389813,9,dbzh372,Belarus,31,0
268.78541924389384,0,tlgv308,Ireland,53,0
291.33045379801285,1,tlgv308,Ireland,53,0
354.3478150856298,2,tlgv308,Ireland,53,0
260.2919827067472,3,tlgv308,Ireland,53,0
319.77307893193745,4,tlgv308,Ireland,53,0
351.75189807058325,5,tlgv308,Ireland,53,0
312.69557834527956,6,tlgv308,Ireland,53,0
347.0201257991237,7,tlgv308,Ireland,53,0
353.30751399054515,8,tlgv308,Ireland,53,0
302.1574481664935,9,tlgv308,Ireland,53,0
277.056273854144,0,tlgv309,Ireland,33,1
291.80179837561144,1,tlgv309,Ireland,33,1
292.30006328096243,2,tlgv309,Ireland,33,1
288.7877704104288,3,tlgv309,Ireland,33,1
313.2691935369581,4,tlgv309,Ireland,33,1
332.12453714556796,5,tlgv309,Ireland,33,1
419.4453698417757,6,tlgv309,Ireland,33,1
406.2113575551414,7,tlgv309,Ireland,33,1
378.02719110584076,8,tlgv309,Ireland,33,1
406.0788415321611,9,tlgv309,Ireland,33,1
262.86205720148587,0,tlgv310,Ireland,43,1
321.6720992464754,1,tlgv310,Ireland,43,1
283.97191546960676,2,tlgv310,Ireland,43,1
287.13816038824496,3,tlgv310,Ireland,43,1
326.9939611985579,4,tlgv310,Ireland,43,1
291.16227622065315,5,tlgv310,Ireland,43,1
366.1588688553338,6,tlgv310,Ireland,43,1
380.40956792883526,7,tlgv310,Ireland,43,1
417.7776974836096,8,tlgv310,Ireland,43,1
362.8366255620058,9,tlgv310,Ireland,43,1
275.4165715380549,0,tlgv330,Ireland,41,1
292.57570174891305,1,tlgv330,Ireland,41,1
256.7517317011354,2,tlgv330,Ireland,41,1
295.43698757386,3,tlgv330,Ireland,41,1
341.22633610096045,4,tlgv330,Ireland,41,1
321.0082969044061,5,tlgv330,Ireland,41,1
356.74280901224506,6,tlgv330,Ireland,41,1
291.6919561587863,7,tlgv330,Ireland,41,1
354.63798805223104,8,tlgv330,Ireland,41,1
367.65971087526566,9,tlgv330,Ireland,41,1
296.9602149045793,0,tlgv331,Ireland,43,1
272.8940818327491,1,tlgv331,Ireland,43,1
290.41861402555645,2,tlgv331,Ireland,43,1
301.39486612053753,3,tlgv331,Ireland,43,1
300.6966843637101,4,tlgv331,Ireland,43,1
301.968827720467,5,tlgv331,Ireland,43,1
321.3132035745657,6,tlgv331,Ireland,43,1
266.745391697924,7,tlgv331,Ireland,43,1
387.63304973315076,8,tlgv331,Ireland,43,1
316.51160369215114,9,tlgv331,Ireland,43,1
210.30679636307264,0,tlgv332,Ireland,35,0
259.2472613509383,1,tlgv332,Ireland,35,0
303.3715915485028,2,tlgv332,Ireland,35,0
283.20633106247516,3,tlgv332,Ireland,35,0
313.21756527756406,4,tlgv332,Ireland,35,0
352.5454228662837,5,tlgv332,Ireland,35,0
295.89290628939847,6,tlgv332,Ireland,35,0
356.7466870386148,7,tlgv332,Ireland,35,0
304.4596295448604,8,tlgv332,Ireland,35,0
329.4653993896655,9,tlgv332,Ireland,35,0
311.7603389005506,0,tlgv333,Ireland,57,0
308.5686756022649,1,tlgv333,Ireland,57,0
331.51921978036285,2,tlgv333,Ireland,57,0
374.28868972213695,3,tlgv333,Ireland,57,0
385.8370196505473,4,tlgv333,Ireland,57,0
385.20844948089837,5,tlgv333,Ireland,57,0
425.96003710285106,6,tlgv333,Ireland,57,0
437.9005963652313,7,tlgv333,Ireland,57,0
451.4339858026909,8,tlgv333,Ireland,57,0
411.58303187379016,9,tlgv333,Ireland,57,0
278.5782843881304,0,tlgv334,Ireland,34,1
269.0307580266231,1,tlgv334,Ireland,34,1
272.4552114222288,2,tlgv334,Ireland,34,1
307.2893217432744,3,tlgv334,Ireland,34,1
316.0903599679774,4,tlgv334,Ireland,34,1
337.8767781835568,5,tlgv334,Ireland,34,1
336.60141322209233,6,tlgv334,Ireland,34,1
308.36098364467296,7,tlgv334,Ireland,34,1
318.1499127836486,8,tlgv334,Ireland,34,1
405.90207049426476,9,tlgv334,Ireland,34,1
285.1779508949897,0,tlgv335,Ireland,66,0
338.81617895337047,1,tlgv335,Ireland,66,0
345.72448693748476,2,tlgv335,Ireland,66,0
340.45011495414565,3,tlgv335,Ireland,66,0
378.854445316834,4,tlgv335,Ireland,66,0
355.33167264412197,5,tlgv335,Ireland,66,0
334.4572511532667,6,tlgv335,Ireland,66,0
337.0404511821867,7,tlgv335,Ireland,66,0
346.5074304601072,8,tlgv335,Ireland,66,0
392.9556715554319,9,tlgv335,Ireland,66,0
205.47087657811312,0,tlgv337,Ireland,21,1
191.49270626886812,1,tlgv337,Ireland,21,1
207.49898727967548,2,tlgv337,Ireland,21,1
212.8988292515975,3,tlgv337,Ireland,21,1
236.0076166242846,4,tlgv337,Ireland,21,1
251.41871546152626,5,tlgv337,Ireland,21,1
246.76683265506097,6,tlgv337,Ireland,21,1
257.192927364106,7,tlgv337,Ireland,21,1
256.5766162266333,8,tlgv337,Ireland,21,1
291.06681376322706,9,tlgv337,Ireland,21,1
273.8961423080937,0,tlgv349,Ireland,26,1
292.47939776773535,1,tlgv349,Ireland,26,1
230.76803584943,2,tlgv349,Ireland,26,1
273.3721458772874,3,tlgv349,Ireland,26,1
283.7114844410928,4,tlgv349,Ireland,26,1
285.5564640259792,5,tlgv349,Ireland,26,1
295.2559421733995,6,tlgv349,Ireland,26,1
335.7264062190574,7,tlgv349,Ireland,26,1
284.7897196754275,8,tlgv349,Ireland,26,1
332.44303996317,9,tlgv349,Ireland,26,1
291.7648370434941,0,tlgv350,Ireland,44,0
293.8536597231993,1,tlgv350,Ireland,44,0
272.4091873084695,2,tlgv350,Ireland,44,0
295.7415608371805,3,tlgv350,Ireland,44,0
291.95679810731036,4,tlgv350,Ireland,44,0
327.0660625009044,5,tlgv350,Ireland,44,0
330.5437612610236,6,tlgv350,Ireland,44,0
384.68202269311337,7,tlgv350,Ireland,44,0
347.2244260180409,8,tlgv350,Ireland,44,0
356.9639585696603,9,tlgv350,Ireland,44,0
332.85163101735714,0,tlgv351,Ireland,48,0
310.65966795590504,1,tlgv351,Ireland,48,0
343.0423296560819,2,tlgv351,Ireland,48,0
285.503497398586,3,tlgv351,Ireland,48,0
262.97691254420965,4,tlgv351,Ireland,48,0
339.6345863509157,5,tlgv351,Ireland,48,0
324.5162279663231,6,tlgv351,Ireland,48,0
296.1241361712293,7,tlgv351,Ireland,48,0
317.0086357447933,8,tlgv351,Ireland,48,0
280.46605406334254,9,tlgv351,Ireland,48,0
264.2385053220549,0,tlgv352,Ireland,35,0
236.16385683077502,1,tlgv352,Ireland,35,0
267.204762616038,2,tlgv352,Ireland,35,0
334.95163114140627,3,tlgv352,Ireland,35,0
313.4741468455326,4,tlgv352,Ireland,35,0
327.39606266968167,5,tlgv352,Ireland,35,0
333.9759790698388,6,tlgv352,Ireland,35,0
363.1508218913755,7,tlgv352,Ireland,35,0
407.93467266195853,8,tlgv352,Ireland,35,0
415.8563239538386,9,tlgv352,Ireland,35,0
206.3080631510385,0,tlgv369,Ireland,55,0
281.3460827093254,1,tlgv369,Ireland,55,0
280.89137473664454,2,tlgv369,Ireland,55,0
285.31190793910014,3,tlgv369,Ireland,55,0
290.8787251579963,4,tlgv369,Ireland,55,0
311.2609645203862,5,tlgv369,Ireland,55,0
274.59723582752986,6,tlgv369,Ireland,55,0
273.26318034526946,7,tlgv369,Ireland,55,0
313.9843564853127,8,tlgv369,Ireland,55,0
295.095722183907,9,tlgv369,Ireland,55,0
249.6234484025766,0,tlgv370,Ireland,36,0
206.87439505193063,1,tlgv370,Ireland,36,0
293.7575817202736,2,tlgv370,Ireland,36,0
299.4077384356108,3,tlgv370,Ireland,36,0
278.54586460260657,4,tlgv370,Ireland,36,0
325.63364753343865,5,tlgv370,Ireland,36,0
285.7054448641726,6,tlgv370,Ireland,36,0
317.8081902189638,7,tlgv370,Ireland,36,0
285.6438357659484,8,tlgv370,Ireland,36,0
326.500184339848,9,tlgv370,Ireland,36,0
219.80116349303137,0,tlgv371,Ireland,35,1
276.6998556464055,1,tlgv371,Ireland,35,1
233.92936558719074,2,tlgv371,Ireland,35,1
254.86034887203107,3,tlgv371,Ireland,35,1
274.9865230303089,4,tlgv371,Ireland,35,1
