schoolid,childid,year,math
2020,273026452,0.5,1.1460000276565552
2020,273026452,1.5,1.1339999437332153
2020,273026452,2.5,2.299999952316284
2020,273030991,-1.5,-1.3029999732971191
2020,273030991,-0.5,0.4390000104904175
2020,273030991,0.5,2.430000066757202
2020,273030991,1.5,2.253999948501587
2020,273030991,2.5,3.872999906539917
2020,273059461,-1.5,-1.3839999437332153
2020,273059461,-0.5,0.33799999952316284
2020,273059461,0.5,1.1460000276565552
2020,273059461,1.5,1.8389999866485596
2020,273059461,2.5,3.055000066757202
2020,278058841,-1.5,-0.7329999804496765
2020,278058841,-0.5,1.0429999828338623
2020,278058841,0.5,2.140000104904175
2020,278058841,1.5,2.813999891281128
2020,278058841,2.5,3.5439999103546143
2020,292017571,-1.5,-0.7329999804496765
2020,292017571,-0.5,0.14800000190734863
2020,292017571,0.5,2.7899999618530273
2020,292020281,-2.5,-3.068000078201294
2020,292020281,-1.5,-1.1299999952316284
2020,292020281,-0.5,-0.9210000038146973
2020,292020281,0.5,0.46299999952316284
2020,292020281,1.5,0.020999999716877937
2020,292020281,2.5,2.0350000858306885
2020,292020361,-2.5,-2.7320001125335693
2020,292020361,-1.5,-2.0969998836517334
2020,292020361,-0.5,-0.9879999756813049
2020,292020361,0.5,0.22699999809265137
2020,292020361,1.5,0.40299999713897705
2020,292020361,2.5,1.6230000257492065
2020,292025081,-1.5,-1.8300000429153442
2020,292025081,-0.5,-0.7850000262260437
2020,292025081,0.5,0.7160000205039978
2020,292025081,1.5,1.2020000219345093
2020,292025081,2.5,3.055000066757202
2020,292026211,-1.5,-1.5410000085830688
2020,292026211,-0.5,-0.27300000190734863
2020,292026211,0.5,-0.5220000147819519
2020,292026211,1.5,0.45899999141693115
2020,292026211,2.5,2.0989999771118164
2020,292027291,-1.5,-1.7599999904632568
2020,292027291,-0.5,-0.9210000038146973
2020,292027291,0.5,0.8519999980926514
2020,292027291,1.5,1.7480000257492065
2020,292027291,2.5,2.5999999046325684
2020,292027531,-1.5,-1.8300000429153442
2020,292027531,-0.5,-0.5009999871253967
2020,292027531,0.5,0.11400000005960464
2020,292027531,1.5,1.6610000133514404
2020,292027531,2.5,2.1640000343322754
2020,292028181,-1.5,-2.3510000705718994
2020,292028181,-0.5,-1.5049999952316284
2020,292028181,0.5,-0.7250000238418579
2020,292028181,1.5,0.020999999716877937
2020,292028181,2.5,1.5140000581741333
2020,292028931,-1.5,-1.218000054359436
2020,292028931,-0.5,-0.27300000190734863
2020,292028931,0.5,0.46299999952316284
2020,292028931,1.5,0.5730000138282776
2020,292028931,2.5,1.7359999418258667
2020,292029071,-1.5,-1.965999960899353
2020,292029071,-0.5,-0.5740000009536743
2020,292029071,0.5,0.22699999809265137
2020,292029071,1.5,1.7480000257492065
2020,292029071,2.5,2.2309999465942383
