x,y
3.1932123338981464,4.420403091820755
2.565317891793307,4.483676097531075
3.9132670965893217,2.723842079699363
4.79338809206353,5.3866989976397495
3.996605106833546,3.8487843134167314
4.1074904874480875,4.417824976456059
2.7219137171494663,4.302225053747014
4.019205487625085,5.9356235634513865
3.045437178757139,1.6965669322994819
4.5757795926255955,4.791948303867366
3.2182884508783776,3.9875451030943747
1.9534646579544095,4.40474329569418
2.711311351850768,5.363129008661732
3.481550285261324,4.934742309303414
1.7836235729781102,3.2930815457783895
3.3081368962897204,3.838139153128546
2.47982168502595,3.998424479817504
2.557686199262573,2.645027999124407
2.4006871880240563,3.616208560990668
4.294577828800658,4.7783228960947
3.8353912473906124,3.337428303393901
2.433984900298331,3.9249230981974472
3.7884193500347125,4.491753928065757
1.8340706744879123,2.7462793646449333
2.469179993740943,3.4054457694836358
2.998941263257451,2.7681317129232643
2.487437634859893,5.668513198022182
4.242867512516566,4.922753760462053
2.3394171485975948,4.624178668904358
3.166624214804565,4.289661621809449
2.4467947598578936,3.250146198519481
3.098181414790163,4.676071552263971
1.8533341400612744,3.6869402685789705
1.7500727434718828,1.9493797532599033
2.7978883174351044,3.9300883385957457
3.177500324842426,5.567363639875325
4.3076473208347075,5.80649298667191
1.6570645954514656,3.817326957067786
3.861083039580766,2.11425603656705
3.2328750031208155,4.459006198822024
4.0422570935010365,5.151556066003737
4.329098254159919,5.900814796147682
3.94595795345076,4.914789271288127
2.0143744958415475,3.877394015077175
1.784133166856759,2.431735301237495
1.3707940642302758,3.191379963886698
3.0923162385127134,3.737102829262193
2.9778825769090074,3.555001104353884
3.5134779123773767,3.457631666281827
2.770446361980109,5.2100595061597685
4.261515903416472,6.179799543946159
2.7615643609024025,1.8061593016583362
1.0021873921038915,1.4838663257416647
3.7010759580732837,4.372282848860349
4.220819014278907,6.251889330060437
2.1490760664323525,3.1751917825395024
2.436392243458366,2.512171039494583
3.2772343673693016,3.321861132431687
3.9707188961394975,2.266009396435191
3.952630832945396,3.5014649916003844
2.6030466567888637,2.8904679533039594
2.997804528392049,4.11585291737728
2.6330753930701265,2.50347151329651
3.0398951878030696,3.621238518694762
4.83076387197071,6.082249036920494
1.8946949863753926,2.4215902368454194
2.0295207292575648,3.5021160517459364
1.6666986200518765,2.14820251129636
3.7470066030431495,3.512524304649442
1.78662145857614,2.52891708647139
3.726007508198772,4.806312597268725
2.5700752188346074,2.387623730436598
2.8674242865580712,4.215238700265414
4.031495770289103,5.0738518778831905
3.0069713940643426,4.254917881870053
3.4334090392959897,5.3274680508037084
4.287369314355242,4.992430445287557
0.5817357262254492,1.2093111617845067
1.6273486062993938,2.399744590807814
2.520600024799057,3.072049799246228
3.011013520510852,2.9095010047156036
3.62874409924653,4.605048339658753
4.976063321044679,5.708844398957318
3.46155820846595,4.476835361941357
3.5260161416218523,3.7254776873396866
0.9498168011165653,2.7845521204396624
2.4491664254831407,3.5031214697954502
2.4207250490172,4.823394207317001
3.528143977285823,4.939295456998085
2.8602462912723263,4.543888612116163
4.545937855117023,3.7181105952743474
4.173736873413038,4.565929823740931
3.639940652989072,5.62956953038111
2.9514816208244388,3.1915172578079485
2.565655229133399,2.2567531676558468
2.7176868773958422,4.169374373443215
4.339729743061692,5.3223474824797385
4.046640647493103,5.697978170412745
3.7492149943698982,4.8247726345746
3.57799794375843,2.8947533854586798
