"zo","zc","ze","za","zn","scs","dass"
0.758730372337837,1.58385638370485,-0.791538411401948,-0.0910472575059848,1.32023703027554,30,56
0.303339417754224,-0.269877382438508,-0.086367415750321,0.0884946525889101,-0.402804453736337,30,48
-0.134725127871938,0.65663434944952,-0.797965881039661,-0.947591924429417,0.929271377501361,35,48
1.06407751870613,-1.02185401253929,-0.164756226596588,-0.504091219856907,-0.0202166363787539,29,48
1.74117064905449,-0.777320456558175,-1.55003058664731,-2.86050115816865,-1.14145027629898,41,43
0.220302295804463,-0.405447668437107,0.783973672551326,0.903885093529942,-0.246418192626667,37,60
-0.538624220707037,-1.06426395320889,-1.72000886258901,-2.44544716203933,1.92623379207549,42,33
-0.874990286641119,1.10379823709916,-0.671680240411074,-0.113201148792685,-1.08001281657733,39,40
-0.94210790816926,-1.7389696413745,0.164115771278845,0.202996546952903,-0.37487833568106,33,44
0.479606297363424,1.04728118792916,-0.793728230949428,-0.489806905989026,0.197607084452566,36,43
0.599505313855394,-0.725856284718139,-0.961552180395376,-0.681577824799546,-0.316233487764907,33,40
0.417098015310817,0.502661802686322,-0.166465700011891,-0.125876531698387,-0.409785983250183,34,48
-1.21128294850332,-0.653555800228104,-0.791920302961224,-1.05096499981139,-0.0914282374197451,31,44
-1.00307037551477,0.409670442147271,1.5136020132933,1.17517052891314,0.881796976807352,38,45
1.11368804671657,0.307659774282241,-0.187244611710365,0.452335672311522,2.22364694936444,43,32
0.956048315062458,2.08467302800792,-0.0332717843616815,0.621599000650996,-1.1763579238681,35,43
-0.767653473664847,0.875239057520699,0.19613704589074,1.08947124014011,0.966971636876031,43,38
0.308273527759061,-0.111927608784048,1.48675174771135,1.24933127298644,-0.173810285682877,35,54
1.03003583885926,0.415749540371038,-1.01851322868899,-1.56473823224498,-1.44863757490722,34,35
-0.12822623392171,-0.690428495777351,-1.42932527988383,-1.52151130183821,1.95695252193636,37,37
-0.0079779753241026,-1.28295690127155,-1.20386060424765,-0.852926459469192,0.415430805283889,34,49
-0.985699737965567,0.126326469937995,0.746950693762402,0.478013179917583,-1.13167613497964,35,39
-1.20316742064537,1.47929828832811,0.803566979015739,0.9031941189304,1.57994992818983,37,52
-0.187919287179233,0.265498573190507,0.246830696641282,1.27737894630887,0.447545841047512,34,48
-0.108449449852503,-0.181208715003366,1.57261887842898,-0.13859871848106,-0.38604878290315,43,51
1.00504434094034,-0.771124570220904,-0.218960815721736,-1.36232318784615,-0.13052480269716,43,41
-2.81928549190168,-0.712144163508767,0.526565708026567,0.505294677351802,1.20713625215158,38,50
-0.894198358541521,0.835106970835785,-1.32889766092928,-2.26165217310754,-1.0562756162303,35,44
-0.563579887749074,0.382602592674824,0.101264416665817,-0.35636391402855,1.6762950354806,36,52
0.709422734191733,0.103222584731079,0.0392595735074873,-0.556944819081491,-1.27689194886717,35,38
0.421428165842021,1.32342945841727,0.221017120190486,-0.0288216982706705,1.98487863999164,38,43
1.96095917140989,1.12499503204467,-0.0778359707712033,0.459206397997287,-1.42629668046299,40,49
1.39739366695274,-0.889293303919687,-1.09551306106972,-1.30500025920735,-0.010442495059412,30,53
1.04527858311908,1.63028348966142,-0.918719031417831,-1.32866478454533,1.64278369381422,42,31
0.644801592960452,-1.48899153614566,0.970130811578008,-0.120833775546836,2.23621370248933,54,65
1.32636940893077,-1.41591638838108,0.329102655084375,0.726927653502672,0.767299892780647,37,56
-1.26855484031389,-0.139723304321134,-0.600963802035678,-0.915491096140538,1.26717740597048,34,49
-1.01202942025893,-0.304916935642689,-0.708633288963398,-1.27647046392278,-0.238040357210073,50,47
3.55034260366224,1.54352214822339,1.62899841632982,1.00961736109023,-0.777014435677327,41,41
-1.20608214190769,-1.33493456381755,0.0124078442266356,0.19457295995435,-0.873359542968096,31,42
0.204303544935425,0.465926685503834,-0.374224593873699,-0.094331887105054,0.296744803548885,30,53
