rate_breakfast,rate_darjeeling,rate_mint,rate_chamomile,rate_oreo,rate_digestive,rate_custardcream,rate_bourbon,rate_crackers
-1.4994336780132806,0.5898486989800614,0.06790314513252801,-1.1422851788327109,1.0345440502991123,0.5496964582053374,-0.30303153578006037,-0.5429420176055832,0.23296263274083157
-1.9722065384738356,-0.5729199174172543,0.7249988444202493,-1.1607978703017614,1.3851403415455767,0.9758672465898756,0.5616273306147367,0.6256927179370868,-1.745536471691437
-0.40233513994176384,-1.9387150619862297,-1.4049603317654173,0.5876729915058085,1.952722115223407,1.4211731070734492,1.52846081812782,0.6916462794986847,0.6864004638404829
-0.6791970240509939,0.14371358575478627,-0.9397667504571566,0.3224971998646819,1.7749783073064211,-1.6578230872558541,-0.180419524796812,0.22347916311089622,-2.1989328889776534
0.372817968461573,-0.12800833848884083,0.9920013411612585,-1.9479951065508792,2.1331838499585896,1.6225752010311467,0.28803920567516417,1.3033125678633606,-0.16196840827676545
-0.8158932199875518,2.1317749955081475,-0.957087927569895,2.2233937588699915,-1.758531312419298,-1.5246023841253533,-0.9564124368141554,-1.0478256642698265,-0.04734864699199464
0.48785605511501434,-0.03750368772265359,0.3787815454300231,-0.9335164882037486,-1.8348859644841684,-1.3274084239780002,-0.0033721807534927983,-1.2516979916530022,0.10990429648347509
-0.38964054519042685,-0.4350002594753004,1.1117352361411919,-1.5533505597030863,-0.1540705068237564,-1.846204769002116,-1.3007291596250998,-0.834866211682842,1.3171897772657055
-0.3541069631755495,0.7429128292146726,0.02713101681440531,-0.18960441996042643,-0.5499943939779227,-0.8400040404102135,-1.3176694079166704,-1.7336058443329998,-2.641721378314926
0.2132484091559964,-0.014938793441630877,-0.45069937434109797,-0.33418995278054786,-1.7853180914024132,-2.1902266911649666,-0.32323770758637105,-1.4158835101802014,-0.2874703744923498
0.7880894791482086,-1.6684991415754693,1.9113657839542952,0.32783444249952304,-0.5649443386127013,1.309520589563056,0.37505589293169456,1.7485155372051207,0.13182277928438357
1.8074440347768095,2.2442854084045814,2.1770278643761043,2.1405173872597034,-1.9237525103240654,-2.622104444330898,-1.5870353024736399,-2.4097658134197495,1.258162604324821
0.10187140102741601,-1.5663175637763547,0.5444271694329552,-1.2259705248199815,2.6258745075948573,1.891452234679293,1.8054972251087873,2.786027697982671,0.25050188858548167
-0.85133382216509,0.22031153095640826,-0.630305678234418,0.2191542162560274,-0.020726650655198547,0.2748297226561059,0.02975772212116831,0.20511068972461405,0.13024777339259866
0.1685690582436286,-0.36602637041046715,1.4543776966551167,-2.3565172224612922,-0.61149529875685,-0.5016193342078469,-0.21650978525150158,0.008800919675241214,-1.189420247930998
2.4003610081151483,-1.376794925608246,0.6891210465520581,-0.13648139117490451,-0.09414478997073465,-0.7234650919400835,-0.9350229847623239,-0.10606452847553477,0.12163332802903692
0.9689221728897452,-0.1202805995395627,0.3905835338568274,-1.6453092951749089,0.2819178388671527,-0.9520940439499117,1.3940694198854635,-1.8740408507243727,-1.599647884539269
