ID,Acad,Teach_r,Non_agg,Agg
1,2.066386227,0.154213626,4.199060417,2.854291049
2,0.042779491,0.28298052,4.692822454,4.10228184
3,0.143221918,-1.163885307,3.998714198,4.243880703
4,0.844670062,-0.890347143,3.498836084,3.432293236
5,-0.06829229,1.234433306,4.155316041,2.9243358749999997
6,1.452277961,2.981981337,0.944210634,1.5950493449999998
7,0.090208977,0.084152878,3.627810125,3.350697625
8,0.316890685,-0.178852366,4.78190403,3.182595572
9,0.703683237,-0.049601965,3.552474135,2.9862393099999998
10,1.093877188,2.940417954,2.92057172,2.031628294
11,1.840026742,0.580358483,3.738412825,3.428530318
12,-2.011524138,-0.887335536,3.8597565950000003,4.686886933
13,0.086254851,-0.28819731,2.928467359,3.496591591
14,-0.430724903,0.622294081,3.3408523910000003,2.910390821
15,-0.055716759,0.364658755,4.321926773,3.293445541
16,-0.074548948,-0.674837107,3.527973157,2.979332384
17,-1.336487445,-0.590395965,3.998215254,3.752166541
18,1.569208184,0.490487039,3.4155475760000003,2.9658042499999997
19,-0.671221171,-0.572425106,2.126735822,3.09930782
20,1.140816924,1.118749875,2.9562570480000003,1.5782663469999998
21,0.225722343,-0.853639244,4.056820111,4.036347932
22,0.879323671,0.365567697,2.850019035,2.779530843
23,-0.996465113,-0.450610237,3.4653854820000003,4.728259183
24,0.003202097,1.452627914,1.869189328,1.649107333
25,-0.458114515,0.599265679,2.729262409,3.3578680789999997
26,1.45038578,1.335947377,3.5159872880000003,3.089459486
27,0.875166826,1.233089933,3.0215543360000003,2.1540789279999997
28,0.134330937,0.510250096,2.501775447,2.5723941779999997
29,0.985335912,-1.848318707,3.652109755,3.82834202
30,0.789831415,-0.080054323,3.4234865660000002,3.675265776
31,-1.620380864,0.212598996,4.582024299,2.498936718
32,0.741997186,0.851646829,3.7807013080000003,1.8375295139999999
33,0.096426849,-1.212338563,3.747160868,4.664574382
34,0.719161173,0.601610701,3.224344333,2.911866376
35,1.973330045,0.308182524,2.42277026,2.233630286
36,-0.521666835,-1.980635991,3.865134345,3.963055038
37,-0.121579555,-0.870133337,4.834812226,3.518242264
38,1.858355639,1.491453868,3.7785466000000003,2.977913461
39,-0.871421582,0.250968729,2.704411025,2.996207566
40,-0.627801068,-0.225202197,3.339335945,2.896381355
41,1.057411812,0.830554596,2.536402372,3.4123437439999997
42,0.170085313,1.560947662,3.184587906,3.564429836
43,-0.191810096,-0.56750098,4.034278337,3.1522869609999997
44,-1.338034342,-0.77838372,4.078703504,3.946321034
45,-0.588760713,-0.166811662,2.309708742,1.5839682359999998
46,0.365474739,0.320416186,4.237631396,4.653446083
47,1.292333858,-0.120857851,4.101200117,3.694214767
48,-0.146033903,0.814691591,2.7300154140000004,2.958055035
49,-2.944362866,0.357122256,3.384184277,3.356209935
50,-1.655833272,0.307053429,3.4907573910000003,2.8553529539999998
51,-0.695785605,0.557814512,3.1910097,2.7934914479999997
52,-0.373361699,0.042015191,2.959907997,2.646880043
53,0.335518504,-0.681378618,3.9605631050000003,3.661742883
54,-2.042872643,0.635302213,4.740724119,2.5415264509999997
55,0.035828048,1.006566177,2.015490334,2.6134624009999996
56,0.45024224,2.084213565,2.5339843980000003,2.2997050239999997
57,-0.232858192,-0.706630597,4.502964851,4.095395615
58,-0.605085998,-0.451167659,4.066566984,4.03250577
59,-1.485301227,-0.596590629,4.312958365,4.21031085
60,0.452475816,2.132224186,1.904044303,1.5978555389999998
61,-0.07749476,0.176290713,4.407327475,3.9740686619999996
62,1.151773164,0.14238434,3.3163267210000003,3.9529644409999998
63,0.284205478,0.699129611,2.458182076,2.9560442129999998
64,-0.964755193,0.476644703,3.265442324,3.031806747
65,-0.888129266,-1.96453071,5.541970321,5.212348948
66,0.166905335,-0.231430805,4.509445863,3.383445491
67,-0.36901408,0.881356998,3.512048139,3.129276129
68,-0.351696358,-1.411242591,4.145826728,5.301817643
69,1.839055128,2.23886248,1.3229913190000002,1.312565525
70,-1.759832818,-1.68966144,5.098582671,5.568558589
71,-0.595531158,0.096588058,3.510568355,4.038403461
72,0.895010849,1.428883549,3.071422123,2.5869181549999998
73,0.723349036,0.566731127,2.730291729,4.001568059
74,0.553170068,1.116237903,1.6935337480000001,1.9774108389999998
75,-0.075466556,-0.407275083,4.912646614,3.611486598
76,-0.091308364,0.271345042,1.510059277,3.211380455
77,-0.562228613,-1.159374584,3.703414668,4.15159264
78,-0.18628834,1.147553087,2.786430988,3.637929022
79,-0.185878925,0.225147127,4.042389955,3.714696277
80,-0.549588964,-1.56818701,4.148349696,4.049793816999999
81,0.283820786,0.75902759,4.128364476,3.655784842
82,1.088895139,0.821986653,2.875338934,1.8067885979999998
83,-0.589380605,-2.264106722,5.651431269,5.120602882
84,0.460587103,1.921590676,2.91413058,3.0580946019999997
85,0.208037196,0.777375596,3.226546775,2.7360388039999997
86,1.120882603,2.053123482,2.640589395,2.13569763
87,-2.197793896,-2.011496257,4.585738968,5.012012766
88,0.678986778,0.432373731,2.338741398,1.22797343
89,-0.743554647,-1.002138651,3.359539375,3.585788096
90,0.010979904,0.199086417,3.396942852,1.7608074569999999
91,0.176396193,0.174154713,3.501444557,2.729794896
92,-1.792528913,-0.812131558,4.403595304,4.925725626
93,0.100445619,0.48117811,3.564070122,3.743849588
94,0.074597322,0.197808888,2.93911348,3.062651856
95,-1.850642452,-1.537607125,5.730151268,4.1057041
96,0.210110819,0.688345519,3.6484646030000003,1.955221838
97,-0.403880671,2.079507928,2.5642207310000003,3.122050384
98,0.272644614,-1.388565691,4.118668814,3.881529983
99,0.205816662,0.050859516,3.6864833900000002,2.8739402
100,-2.600658143,-1.112560707,4.337570473,4.055329992
101,-0.606516191,0.540424691,3.093571363,2.491942132
102,-0.496202256,0.156583632,3.0639029460000002,3.332023435
103,0.127803155,-0.455789701,3.803998748,2.9894898949999997
104,0.542196945,-0.350624352,2.254279919,3.143275816
105,1.02267497,-0.852647224,4.26974734,3.86113368
106,1.628242143,0.849255402,1.7462147540000001,1.567468838
107,-0.576496126,-1.487997521,3.559312469,4.6134824519999995
108,0.508285405,-0.74766407,4.521465118,2.617536408
109,-0.725410274,-0.332877974,2.869558048,3.260596874
110,-1.042235041,0.125104261,4.163203099,4.656343817
111,-2.310499039,-2.295891774,4.8621802380000005,4.470090088
112,0.780849584,1.087220541,3.320462966,2.081284289
113,-0.247629991,-2.221527083,3.94842537,4.7592175569999995
114,-0.452334219,-0.542242285,3.651605726,2.9798106939999998
115,0.815060483,-0.169314526,3.56243554,3.123290777
116,0.364430975,-0.591919747,4.0670057580000005,4.282194071
117,1.066694929,0.75001802,2.555338162,3.4437846729999997
118,0.171139151,3.522530707,0.8776720340000002,0.7395368119999999
119,0.302445439,-1.125079584,4.1192251980000005,4.191581446
120,0.606200946,1.221155695,3.715615584,2.1026030139999996
121,1.534234437,0.75537224,3.310671434,2.782670494
122,-2.864271611,-1.532982447,4.713582275,4.19967686
123,0.490723721,0.594198891,3.6463606900000003,3.120588761
124,-1.185135395,0.451921408,4.054754738,3.6870487499999998
125,1.233353187,1.293708319,2.3917428760000004,2.80540844
126,-1.82127405,1.117523766,3.899713643,2.939712684
127,-0.011810286,1.027643096,3.195375887,2.014404258
128,0.118122236,-0.343495328,4.193522615,3.732996494
129,1.789599455,-0.533947583,3.41251511,3.045895328
130,-1.25946113,0.466630852,3.532316745,3.676842476
131,-0.440482459,-1.052524958,3.6052883170000003,2.793941936
132,-0.139446292,0.480762086,3.806258251,2.753504547
133,0.502112792,1.050252381,3.854402189,2.4621332679999997
134,0.019321362,0.631336474,3.230317121,2.801106509
135,1.595953132,-1.273243358,2.734061162,3.165876402
136,-0.964808765,-2.332060974,4.816176779,4.978174694
137,0.792306232,-0.419251364,3.805950611,3.099302931
138,-0.996630139,-0.522311751,4.8244507720000005,5.3904693429999995
139,0.577146837,0.326919776,4.3503625360000004,3.878008023
140,0.244242209,0.514154868,2.978422998,2.155305772
141,-0.219054791,-0.670131695,3.928246113,3.06733041
142,-1.230105648,-2.47662362,5.341539933,4.691599287
143,0.563615095,-1.559086762,4.594709416000001,3.716712763
144,-1.105069889,-1.613598565,5.013435471,3.8318676299999996
145,2.416007218,-0.380261522,5.022731427,4.517669177
146,-0.125763465,-0.222245144,2.943247941,2.51593358
147,0.394847304,-0.395446354,4.126970028000001,2.547023227
148,-0.74032032,2.280585495,2.4507186890000003,1.7096321149999998
149,-0.850845331,0.592384742,3.9622580530000002,3.4313117369999997
150,1.232073763,1.184651202,1.889925174,2.338850322
151,1.20813683,0.477754327,2.153664965,1.9430935939999998
152,-2.365490466,1.018782838,2.606827987,3.314643394
153,-0.814038201,-2.184191464,3.763916301,5.970547556
154,0.610916567,0.714877248,3.3100374450000003,1.5149074479999998
155,1.151995067,1.506609746,2.539083847,2.339333455
156,1.444960409,-0.634825361,3.728068789,2.928538481
157,0.864197974,-0.84098616,3.552930721,3.52145157
158,-1.017455639,1.405324954,2.704085856,2.4120840479999996
159,1.302380977,0.542135564,3.3692128830000003,2.2040719849999997
160,-0.644127222,-1.898737922,5.136440794,4.8237106999999995
161,-0.64926939,-0.35157473,4.259414005,3.645511154
162,-0.419061815,2.166529881,1.992920025,1.7017683849999998
163,-1.297295612,-1.160395964,3.3419023670000003,2.827528998
164,-1.275198109,-1.881414818,4.916441962,4.770113933999999
165,-0.024759874,-1.966375817,4.33364423,4.817408173
166,-2.189587943,-0.022790124,4.692660014,4.0338125819999995
167,-0.694405327,-0.464866596,4.16307507,4.210007787
168,0.490638593,-0.869717281,3.054473935,1.6683523949999999
169,0.591469696,0.535066557,2.76260614,3.6751881479999997
170,0.033692385,-0.052364683,2.81939389,3.302691599
171,0.635468313,0.223186738,2.352001237,2.9522811069999997
172,-0.184949007,-0.205355703,3.733862296,3.771831307
173,0.166882325,-0.807789,3.531327031,4.47481417
174,1.167504585,-1.03124516,4.233172995,4.378605302
175,0.066654658,-0.209304169,5.118573559,3.306070587
176,0.134943124,0.441301371,3.036360809,3.347551568
177,2.376169523,-0.639346463,4.030174358,3.993104769
178,-0.463157592,0.236899199,4.2339741580000005,3.32185059
179,-0.184637085,0.298771735,3.542017745,3.911111467
180,2.315249326,0.449069411,3.355268504,2.760737104
181,-0.729770489,-0.381728031,3.418546933,4.621004315
182,-0.522026263,0.506614628,2.84600031,2.219281245
183,0.523291277,0.467177006,3.003787295,2.0972748159999997
184,-0.415658465,0.828295038,3.922454833,2.905774959
185,0.065892693,-0.876257889,3.971386915,3.4742494489999998
186,-0.840842062,-1.896389487,5.2176310610000005,5.7418995200000005
187,-0.224498837,0.69240437,3.6554117870000002,2.4718494349999998
188,-0.001063399,-0.065350958,3.3960220480000003,2.4624788559999997
189,-2.159035974,-0.917976271,3.971025445,5.147626904
190,1.425252133,-0.334779772,3.931781802,2.908016607
191,-1.987630399,-3.68089608,6.722183000999999,5.567861355
192,-1.664482183,-1.764225529,6.12823997,4.194735906
193,-0.819026814,-0.930392426,3.685102432,3.916074613
194,-1.182933059,0.46624076,2.01251143,2.0420755049999997
195,-0.541295352,1.083110265,2.922388863,2.7443749299999998
196,-1.379988618,-0.522949144,3.123615386,4.454368305
197,-0.309886765,2.339927895,2.516999625,1.6198419689999999
198,-2.69832398,-0.522614893,4.472067568,3.071352894
199,-0.399885539,-0.91805834100000006,4.675406112,4.17398927
200,0.098654008,0.126202635,2.950087947,2.31293598
201,-0.588410653,-0.933508256,4.762697796,4.167538695
202,-0.542397165,0.531750038,3.976143337,3.465395502
203,-0.06208737,0.394128337,3.428820126,2.0056847429999998
204,0.912251328,1.07494775,2.021101106,2.659869692
205,-0.857189469,0.832461432,2.2532270390000004,3.611351429
206,-0.104862523,2.91190726,1.483473242,1.433227469
207,-1.150474183,-1.140310317,1.68007761,3.510858169
208,0.52111558,1.95798851,1.7572374130000001,0
209,0.409620619,2.037655541,1.81979679,2.3776953549999997
210,-0.785858279,-0.310752685,2.607885701,2.9390330739999997
211,0.703883154,-0.543571064,3.5834418820000002,2.6995086059999998
212,2.106288027,0.051400904,3.406161756,3.297734578
213,1.306920098,-0.90429565,3.461649424,3.3407903489999997
214,-2.606109389,0.030500212,4.254927457,2.8982044819999997
215,-2.042053386,-1.592341624,5.522139461,5.836748082
216,0.866580909,0.423914008,2.471894819,1.9786879649999998
217,-0.185775488,0.396096026,4.298705227,3.3675312859999997
218,2.311098652,0.736309866,1.8901870470000002,2.229296775
219,0.455522548,-0.914102439,4.347982973000001,4.92678106
220,1.248551846,0.518059326,2.1506801810000002,2.0221344309999996
221,0.966838929,0.926509981,3.5182607310000003,3.718721494
222,-1.542212966,-0.277155491,3.546716064,2.8164229769999998
223,0.569910959,-1.315026104,4.610672729,4.728939741
224,-0.516768576,0.030246974,3.959718585,3.995885902
225,0.794754467,-0.647802034,3.414571023,3.782122313
226,1.697285087,0.080777096,1.746205169,2.793315247
227,-2.510215286,-2.535535887,5.034489226,4.468578678
228,-1.460715439,-0.285955556,2.4759028890000003,2.9770736689999997
