"x1","x2","y"
3.33573310730298,5.70018465987715,3.17475550854155
4.78649016046908,7.22651097384442,3.48781158968528
3.82063861659074,4.78599234302937,1.89644537040002
3.32018943209695,4.96367838710557,1.46458348959928
5.37126223140735,6.4708667195162,4.42348265434416
3.90634749047515,4.12867039528222,2.30538184367804
3.99243127239478,6.17855847664803,2.60610368753758
3.79191564480647,4.88979460393734,2.72059410819771
4.01920378003249,7.58906177578468,2.94677202376515
4.82136768707807,6.33237410757936,2.87677262991224
5.4163495620468,6.54222741176474,3.89717483416946
6.16732720296731,8.40100709380679,4.45802849654668
4.79240053582106,6.00779843981529,3.79362467004585
4.50214988218441,6.06251386752888,2.54653148435396
3.27429698971821,3.72909142419272,2.73238962647728
4.38839776680906,5.93650305765886,3.12140913048299
3.97726405071891,7.09589730340104,3.42705890883345
2.27170485928779,6.36502863557864,2.75206089508432
3.45154220445713,5.13849581675044,2.22403501672882
3.96619772647583,6.70297006705767,2.83360985071774
3.40713332137304,5.8321742539939,2.37062277789235
4.19743839812784,6.79575824494177,3.30819099123907
2.21956537701069,5.99003994187145,2.47794834432632
4.74653696414141,7.31530250855964,3.86884353106865
4.38732489292861,5.47047565773414,2.58498681989598
3.79507914775148,5.37555722366093,2.78989771210591
1.48749074944177,4.44345173030643,2.30129451596248
3.99107346662286,6.49184584092237,3.10447110755664
5.68006083487302,6.30633693940591,5.79420606197894
4.45270941985007,4.94278847745248,3.42805352553543
3.68501511606607,5.74016970307077,3.17403599343116
2.40452404656765,5.52918858179562,0.941001344152697
4.17496637413526,6.4319130819787,2.87369535084639
5.72790043524402,6.14382541984844,3.86497317819906
5.16774921907546,6.30069052086676,4.20525998982076
5.13183137437399,4.86076151483406,3.31466749923809
5.1407891195452,5.57854388193169,3.48652168518683
2.71854585830243,5.19267155252695,2.38662280430829
5.36765467864217,7.72493155663948,4.13232922307682
3.50981333246648,6.70507820047114,3.03994821312889
6.89397581489411,6.20963892045395,4.93113462330016
5.8173247628402,7.78170866429346,4.73806556424909
3.75214253823355,5.14199769865278,2.88863058366051
4.27503482278218,6.67199542486279,3.68760206361386
3.71296917390445,6.11374964706637,3.3020454137627
4.34484862133932,6.09217794041992,3.66339142729894
4.69593023728192,6.00761404207077,4.5394053804962
3.38184937565719,4.87469864767419,1.63785708037482
5.7418652930207,5.20290776250624,4.14359205700513
4.36718664858249,6.59628707400327,4.45321847107036
5.1651718494505,4.60060469754863,2.40089221015475
3.91969795559346,8.48260635719729,4.34233984306755
4.1037015964126,6.02385277423254,2.29681066216548
5.84149402826332,7.32955463760761,4.12694503940698
5.20576627195103,4.78173023824054,3.6132393569967
3.14700330033948,3.81183224107716,1.29826838735188
5.39672761094898,5.65054232539613,4.63935711442715
5.53122859483863,5.02326943791199,3.47406279549949
3.06138525202591,6.44194669882371,1.54628662014377
4.64444654202854,6.35795205628036,3.10024567391921
3.16518071549631,5.62395262038308,2.56734853121012
3.27413581649707,6.44929583956439,3.29368253045812
3.06153375860176,5.87441841989983,2.0974249981975
4.77640195498723,5.46208506442419,3.92195167969492
3.24257720572686,6.13348831274802,3.23900381224941
3.51827436342628,6.2985912644738,3.11323788370389
2.7317243575824,6.21078496049974,3.6292855209652
5.63085750984423,6.70429393345626,4.01664630589321
3.82097695138,6.46087692070856,2.80792094339112
5.55965329483661,4.95067444000883,3.07290829014257
5.00720347556953,5.11833908785158,4.55224993393518
4.69255376792928,7.04313941630522,3.9196544313617
4.45456885223619,4.61621196416221,2.58623073894747
3.73546978389021,4.89729524522233,2.41288524114421
4.80964884486802,6.60431876142502,4.14900836377493
4.08929651160999,6.7977436432393,2.47340913434159
6.13378037379069,6.7675501750646,4.13326842082751
3.03327302604712,6.49614857268424,1.830795327013
3.09515535159278,5.90124022426958,2.11137022554708
4.03210368065423,5.15166708890261,3.32386585393347
3.21915402682605,6.19111570154544,2.578163787846
5.4589420258269,6.98910226707431,4.36123132292903
2.07178752827772,5.72490983549834,1.85765023518081
3.11534972048294,4.29897966129836,2.53692306772196
3.41279427740352,6.54955583814454,3.77585808503443
4.18891641161583,7.30025245854705,3.22975031219498
4.16777222644253,3.77021167778554,2.22498175336647
3.95915957649639,6.12261185322787,3.24030026442502
4.5682113488642,7.90483304551673,4.20436282870852
5.70314728083082,5.60272791430883,3.61923322639275
2.61240484554912,4.73911353116852,1.28302922731456
5.11563570501859,8.20020952644001,5.11401124324354
2.68740818265931,5.3891092116132,2.81800076620687
3.96162254762296,6.51271814906856,3.1824197017351
4.92117363288985,6.26552237053398,3.1707271512134
4.2528050392763,6.18926672563017,3.7614775389053
4.00745121406778,7.17981743741097,2.74864365616414
5.9460534962334,7.04432397179,4.50448013153084
3.56062348995626,5.49109514596127,1.97768832354376
4.48249071513317,6.81994729349382,3.96460603674588
4.31490381235303,7.15138415498076,3.79430501780807
3.60053780395948,6.04320575925525,3.91513728720745
2.55475632482248,6.11347305246029,2.56539837960293
4.17121897442485,6.8041967181221,3.55217649003079
5.32875301739428,7.46208662886537,4.43216116368297
4.02811227952643,5.73214129088846,3.07487027081869
4.49945246972555,6.55953983462189,4.30907256312009
4.13787926409705,7.73256721721473,4.12846086167847
2.68136236551263,4.63596069755536,0.570421466179387
2.93996524233415,6.20532077502869,1.88323656745374
4.9714925970644,6.12600368626961,3.66170795073549
3.40548129734486,6.55183117115732,2.15880373988121
2.61205160294119,5.05451032452505,1.07426745040774
4.11089895776094,7.42200498415084,3.46159237199591
4.21628318507022,3.879688683897,2.70801761227192
5.28161884076059,6.72788229352378,3.91928188796202
3.46238453396509,5.44745972983862,2.05779702901791
4.13304680469389,4.78871476525344,3.20481591895123
4.85587808470155,6.36332655686609,3.54334857054479
3.67289676897421,6.51996012809253,4.05722436259218
3.09525906751096,5.71124507218641,3.13991359077619
5.26515414720944,5.41282606241188,3.75620509882772
3.15754887116296,6.40055415696764,2.8966837703817
4.84847418404977,5.86095549310249,4.55735090359725
4.41247997708277,5.20887185936683,3.25883330995536
4.04927918656162,6.50508135059556,3.23721633759194
5.01886364952802,4.20326885731869,3.18970209591093
4.51330120232251,4.91462466294454,1.89574159163717
3.93309914126743,6.48967644573087,2.73403226482757
4.43772476602861,6.73960954032173,4.49934106446169
3.37764122864537,5.72639389552773,3.13214245544275
5.88855882423295,7.22919007549786,5.18617153046566
3.34844536709623,5.90574239070369,2.76414007076154
4.51624805581141,6.89528127451433,3.53645036277293
3.48730676843764,5.85000415597955,3.09293427099353
5.05018488175674,7.23679112092387,4.18350606806027
4.58165978053129,4.37310581535777,3.28630393939696
3.78863013198401,6.17226025456784,2.19224214266848
3.1913824535215,5.7486732343604,2.29243236372262
3.65376369382409,5.5128164864779,2.23754486321972
5.58918351400565,8.21571498147635,4.99590368758179
4.39493085771884,5.93068520557314,3.72958779693626
2.80192263791288,5.13267177125881,1.94933409635278
3.27039502901312,5.07840019262655,1.53887566065663
2.67864985974418,5.67413960271689,1.98490438287666
2.19312886368179,5.02609663939637,1.08969435452978
1.88619183508267,5.5060272772062,1.042915445429
4.53884363648245,6.75914250787623,3.67352396982246
4.87332859382634,5.84294993621886,4.07438448056315
4.94752982117575,6.21025199328624,4.07963543698653
5.13779047662525,4.40640222752123,3.57626323377876
4.72599306201033,5.06669619838762,2.50734943088146
3.98142142929855,7.63687002659207,3.52802937013732
4.55554983883649,7.00249642700703,3.4738074342962
4.44799607276169,4.9189332454752,2.79848035505201
4.63963527900329,6.73141282871649,4.11486639652345
4.00881051948601,6.07509384267042,3.26908427469413
4.25082070985937,5.58410229951677,3.48814862558112
4.95831749038181,7.41212440783471,4.22332239334862
5.15598415782733,6.03679064337568,3.28238600629822
4.82589439457865,8.92139143146153,4.91079957630228
4.21825720789144,5.90066404387077,3.20822556883159
2.73157123942378,5.00051512057362,1.95950539868248
2.0761920718536,4.46203679300765,0.914799368252831
3.82334024985349,5.10061119805456,3.16346354025318
3.88420492970617,4.37136228848748,1.87781421230973
4.75874392001567,5.34359135985305,3.35084568358609
2.4297216525601,5.29682672260021,2.92958526169711
4.49550601527746,6.48346125154893,3.89562980072527
4.04870493328677,5.40818937257207,3.47370060861621
4.89043464059842,7.05019434901119,3.86187867625528
5.54430355639474,6.10289014499348,3.30423918639636
4.13328553040095,4.96554610941798,2.74577957191025
