commvol,exp,colleff,work_qual
43.56325778295286,0.10157653251625254,23,77
42.429677547188476,1.9008248604049331,34,96
17.386695370078087,-2.1835471837251745,28,67
5.467874419409782,-0.6012237998658633,26,36
17.736690118908882,0.8266139767067663,46,93
22.630619026022032,1.4097910389526154,35,116
24.970551463775337,-0.09971244819776764,18,61
43.57301473733969,-0.13371935956864767,44,112
32.00777748832479,1.097882436162142,43,74
9.648686919827014,-1.367503669060558,24,16
23.76246589468792,1.0151606050422466,37,92
16.062074011424556,-0.38862393728561506,31,60
19.90302076912485,0.669509973454795,31,88
11.550212828442454,0.467032422999214,49,57
15.20556298084557,1.5709525775838353,43,76
38.021246367134154,-0.16879297597907034,29,67
37.634964442113414,-0.5905160349603599,16,85
47.19084622338414,0.800807890475242,32,107
39.767246439587325,-1.1153199317004783,13,83
14.298272442538291,2.474714067978968,50,41
49.926815853687,-1.0201057545970824,35,103
16.763238264247775,-0.7559337235823176,24,42
47.09248316474259,2.136670973202651,31,97
15.516218964476138,1.7067845063467393,33,18
6.200520031852648,0.44654046431033323,22,27
36.80932335322723,0.7771646607013545,27,87
14.450692846439779,-1.298361054239275,33,45
22.75405952357687,-0.3531848180828274,19,30
35.03039023838937,0.027862572668020322,35,81
5.890230546938255,2.7405259891643996,32,18
18.87427954468876,0.025594321451737484,19,57
16.64798629935831,-1.10145561773395,28,31
43.52294492535293,0.06634283595150492,12,81
47.095175463473424,0.09354288952187981,22,87
21.32813544711098,0.9520553938440123,36,58
17.55424300325103,1.1929173429518996,41,65
37.320352965034544,1.1384026172134658,35,102
31.839654112700373,-0.12332168039759955,28,88
13.881661040941253,-0.49867891376848905,16,40
8.764350831042975,1.1307393125628376,52,60
30.759916111128405,0.44629487697169196,26,63
8.613669064361602,-1.152169893757033,31,9
33.99463494308293,-1.0128801788838502,41,78
16.434597817715257,0.12933147433907438,35,34
42.718652344774455,0.19757561958531464,66,74
19.719642413547263,0.779694038238784,13,28
36.9417769741267,-1.077516894243497,32,90
24.887664468260482,0.29029020597384253,22,78
14.069875796558335,1.5990383050693273,52,85
37.08249438670464,-1.4825974860870343,26,88
39.598469788907096,0.11532484822082918,24,104
23.032501988345757,-0.8700941306537828,50,76
41.71133425901644,-0.6360176135023771,22,66
14.171691790688783,0.2993771884263734,34,50
8.081549043999985,-0.37174038396396364,45,42
36.16036377265118,0.34518111601035945,9,58
41.36241850210354,-0.5768560347332058,26,78
24.20615671086125,-0.99342725054933545,30,57
26.286964057944715,0.5992702726660277,33,45
16.120307681849226,0.25298354524299016,28,34
49.36921198735945,0.6249242133220815,25,121
30.971768745221198,-1.1952956209173087,42,71
29.334417646750808,-0.3954615047543969,44,79
6.970389037160203,0.5886603129851466,38,50
39.20649244450033,-0.030493310638447377,34,66
17.366460984339938,0.5784625709598467,22,60
15.46216377755627,1.1782174993887462,49,77
36.91007008892484,0.38413068109621984,27,90
34.12040387047455,-0.5100945668519294,23,79
43.37488288059831,0.2568511931106782,23,99
45.319804123137146,-0.2715190289685328,30,92
40.89784011943266,-1.3194148130163648,0,75
35.2383278531488,1.1014894880281603,45,67
28.12699812464416,-1.3995462887929773,40,99
36.900470410473645,-0.572768640886977,30,67
45.113973069237545,0.5872715002591438,8,120
28.511795132653788,0.6202550665802438,45,102
30.80306632677093,1.2306339564348059,26,52
29.1394548304379,-0.1860833422522656,28,100
19.42725889501162,0.32727021542133666,39,73
