schoolid,childid,year,math,size
2020,273026452,0.5,1.1460000276565552,380
2020,273026452,1.5,1.1339999437332153,380
2020,273026452,2.5,2.299999952316284,380
2020,273030991,-1.5,-1.3029999732971191,380
2020,273030991,-0.5,0.4390000104904175,380
2020,273030991,0.5,2.430000066757202,380
2020,273030991,1.5,2.253999948501587,380
2020,273030991,2.5,3.872999906539917,380
2020,273059461,-1.5,-1.3839999437332153,380
2020,273059461,-0.5,0.33799999952316284,380
2020,273059461,0.5,1.1460000276565552,380
2020,273059461,1.5,1.8389999866485596,380
2020,273059461,2.5,3.055000066757202,380
2020,278058841,-1.5,-0.7329999804496765,380
2020,278058841,-0.5,1.0429999828338623,380
2020,278058841,0.5,2.140000104904175,380
2020,278058841,1.5,2.813999891281128,380
2020,278058841,2.5,3.5439999103546143,380
2020,292017571,-1.5,-0.7329999804496765,380
2020,292017571,-0.5,0.14800000190734863,380
2020,292017571,0.5,2.7899999618530273,380
2020,292020281,-2.5,-3.068000078201294,380
2020,292020281,-1.5,-1.1299999952316284,380
2020,292020281,-0.5,-0.9210000038146973,380
2020,292020281,0.5,0.46299999952316284,380
2020,292020281,1.5,0.020999999716877937,380
2020,292020281,2.5,2.0350000858306885,380
2020,292020361,-2.5,-2.7320001125335693,380
2020,292020361,-1.5,-2.0969998836517334,380
2020,292020361,-0.5,-0.9879999756813049,380
2020,292020361,0.5,0.22699999809265137,380
2020,292020361,1.5,0.40299999713897705,380
2020,292020361,2.5,1.6230000257492065,380
2020,292025081,-1.5,-1.8300000429153442,380
2020,292025081,-0.5,-0.7850000262260437,380
2020,292025081,0.5,0.7160000205039978,380
2020,292025081,1.5,1.2020000219345093,380
2020,292025081,2.5,3.055000066757202,380
2020,292026211,-1.5,-1.5410000085830688,380
2020,292026211,-0.5,-0.27300000190734863,380
2020,292026211,0.5,-0.5220000147819519,380
2020,292026211,1.5,0.45899999141693115,380
2020,292026211,2.5,2.0989999771118164,380
2020,292027291,-1.5,-1.7599999904632568,380
2020,292027291,-0.5,-0.9210000038146973,380
2020,292027291,0.5,0.8519999980926514,380
2020,292027291,1.5,1.7480000257492065,380
